"flight_date","dayofweek","airplane_code","airport_source_code","airport_target_code","flights_count"
"2020-03-30","2","B773","RPLL","RKSI","1"
"2020-03-30","2","C56X","KPMP","CYYZ","1"
"2020-03-30","2","B752","CYHM","KEWR","1"
"2020-03-30","2","B748","VHHH","EHAM","1"
"2020-03-30","2","","EGPH","LFPG","1"
"2020-03-31","3","B77W","YSSY","VHHH","2"
"2020-03-31","3","B77W","RJTT","KIAD","1"
"2020-03-31","3","A306","RCTP","VHHH","2"
"2020-03-31","3","B77W","OMDB","EBBR","1"
"2020-03-31","3","B763","RKSI","RCTP","1"
"2020-03-31","3","MD11","K7L8","EDDK","1"
"2020-03-31","3","B752","EKCH","LFPG","1"
"2020-03-31","3","","EIDW","EGPF","1"
"2020-03-31","3","B772","EGLL","KDFW","1"
"2020-03-31","3","B77L","LFPG","VHHH","1"
"2020-03-31","3","B762","SKBO","KLAX","1"
"2020-03-31","3","B77W","OBBI","LTBW","1"
"2020-03-31","3","B77W","KORD","OTHH","1"
"2020-04-01","4","B789","YSSY","NZAA","1"
"2020-04-01","4","B77L","RKSI","EDDF","2"
"2020-04-01","4","B734","UUWW","LZIB","1"
"2020-04-01","4","B77W","GMMN","LTBW","1"
"2020-04-01","4","B77L","RKSI","EHAM","1"
"2020-04-01","4","","EDDE","EKBI","1"
"2020-04-01","4","B77W","KMIA","EGLL","1"
"2020-04-02","5","B763","EDDK","KEWR","1"
"2020-04-02","5","","KJFK","BIKF","1"
"2020-04-02","5","B752","EPGD","EETN","1"
"2020-04-02","5","","EDDP","WSSS","1"
"2020-04-02","5","","EGLL","OBBI","1"
"2020-04-02","5","B77W","YMML","OMDB","1"
"2020-04-02","5","LJ45","LEMG","ESGG","1"
"2020-04-02","5","A321","LPPT","EDDF","1"
"2020-04-02","5","","ESMS","EDDK","1"
"2020-04-03","6","A359","OTHH","LEBL","1"
"2020-04-03","6","A320","KFLL","CYUL","1"
"2020-04-04","7","B748","VHHH","EDDF","1"
"2020-04-04","7","","EHBK","KBOS","1"
"2020-04-04","7","C25A","EGGD","LEBL","1"
"2020-04-04","7","B744","UUDD","EHAM","2"
"2020-04-04","7","B763","RCKH","RJAA","1"
"2020-04-04","7","C150","EHGG","EDLS","1"
"2020-04-04","7","B744","EDDF","LTBA","1"
"2020-04-04","7","","CYXX","WN08","2"
"2020-04-05","1","B772","KJFK","EGLL","1"
"2020-04-05","1","B738","EHAM","LFPG","1"
"2020-04-05","1","B744","EGCN","EDDF","1"
"2020-04-05","1","","KJFK","EBLG","2"
"2020-04-05","1","A332","EGSS","LTBA","1"
"2020-04-05","1","A321","LEBL","EGKK","1"
"2020-04-05","1","","OTHH","VOBL","1"
"2020-04-05","1","E75L","CYVR","KSEA","1"
"2020-04-05","1","A306","EDDP","ESSA","1"
"2020-04-05","1","B748","ELLX","VTBS","1"
"2020-04-05","1","B429","6NK1","CNJ3","1"
"2020-04-05","1","","LIMC","OTHH","1"
"2020-03-30","2","E195","UMMS","LFPG","1"
"2020-03-30","2","A319","LDZA","EDDS","1"
"2020-03-30","2","C56X","CYYZ","KFXE","1"
"2020-03-30","2","A319","LOWW","EDDL","1"
"2020-03-30","2","B762","EDDK","LFBD","1"
"2020-03-30","2","B734","LFPG","LTBW","1"
"2020-03-30","2","A319","KORD","CYYZ","1"
"2020-03-30","2","","EDKB","EHGG","1"
"2020-03-30","2","","KWRI","ETAR","1"
"2020-03-31","3","F9EX","KLNK","EGLF","1"
"2020-03-31","3","E35L","EDDS","BIKF","1"
"2020-03-31","3","B77L","KJFK","RKSI","1"
"2020-03-31","3","B77L","OMDB","LIMC","1"
"2020-03-31","3","MD11","YSSY","WSSS","1"
"2020-03-31","3","B734","LFPG","EDDB","1"
"2020-03-31","3","A388","EGLL","VTBS","1"
"2020-03-31","3","","LFPG","LEMD","1"
"2020-03-31","3","CRJ9","KDTW","CYUL","1"
"2020-03-31","3","B77L","LEBL","EHAM","1"
"2020-03-31","3","B77L","EBBR","RKSI","1"
"2020-03-31","3","B744","SAEZ","KMIA","1"
"2020-03-31","3","B77W","VTBS","EHAM","1"
"2020-03-31","3","C680","KMIA","LKPR","1"
"2020-03-31","3","B744","ZGSZ","PANC","1"
"2020-03-31","3","B78X","OMDB","EHAM","1"
"2020-04-01","4","B748","PANC","VHHH","4"
"2020-04-01","4","A343","MROC","EDDF","1"
"2020-04-01","4","MD11","EDDF","UNNT","1"
"2020-04-01","4","A332","VHHH","RCTP","3"
"2020-04-01","4","B763","SAEZ","SBKP","1"
"2020-04-01","4","B763","ETAR","OTBH","1"
"2020-04-01","4","B77L","PANC","RJBB","1"
"2020-04-01","4","A306","RKSI","VHHH","1"
"2020-04-01","4","","OERK","EHAM","1"
"2020-04-02","5","A306","EDDP","EGGW","1"
"2020-04-02","5","B748","VHHH","UUEE","1"
"2020-04-02","5","A333","RKSI","VTBS","1"
"2020-04-02","5","MD11","K2R2","EDDK","1"
"2020-04-02","5","C56X","LPPT","ESSA","1"
"2020-04-02","5","CRJ2","CYUL","KBOS","1"
"2020-04-02","5","","CYYC","KDFW","1"
"2020-04-02","5","B734","WSSS","VTBS","1"
"2020-04-02","5","B748","OMDW","ELLX","1"
"2020-04-02","5","B748","KLAX","ELLX","1"
"2020-04-03","6","B734","EDDV","EGNX","1"
"2020-04-03","6","","VTBS","UNNT","1"
"2020-04-03","6","","LFMI","ELLX","1"
"2020-04-03","6","","VHHH","OMDW","1"
"2020-04-03","6","A320","EDDF","EIDW","1"
"2020-04-04","7","E120","MMTJ","KRIR","1"
"2020-04-04","7","A333","RCTP","VHHH","5"
"2020-04-04","7","A306","EDDP","EGGW","2"
"2020-04-04","7","B763","KIAH","EDFH","1"
"2020-04-04","7","B772","LIRF","KJFK","1"
"2020-04-04","7","","YSSY","OTHH","2"
"2020-04-04","7","B752","EKCH","LFPG","1"
"2020-04-04","7","B744","KSUU","RJTJ","1"
"2020-04-04","7","","EPWA","EIDW","1"
"2020-04-04","7","A333","EHAM","KATL","1"
"2020-04-04","7","","EGLL","KLAX","1"
